gene_id	accession_number	gene_desscritpion	X1C	X1O1	X1D1	X1OD1	X1O24	X1D24	X1OD24	X2C	X2O1	X2D1	X2OD1	X2O24	X2D24	X2OD24	X3C	X3O1	X3D1	X3OD1	X3O24	X3D24	X3OD24
TRINITY_DN381200_c14_g1	ADI18282	hypothetical_protein_[uncultured_Chromatiales_bacterium_HF0200_41F04]	8	157	10	0	128	179	127	0	191	12	150	188	294	104	5	0	5	0	65	514	291
TRINITY_DN385815_c5_g1	ADI18282	hypothetical_protein_[uncultured_Chromatiales_bacterium_HF0200_41F04]	0	8	8	0	6	32	27	0	28	0	41	14	55	19	0	0	0	0	6	286	106
TRINITY_DN385731_c1_g1	ADI18411	hypothetical_protein_[uncultured_delta_proteobacterium_HF4000_08N17]	0	11	0	0	24	0	22	0	25	0	40	74	23	6	0	0	0	0	29	163	47
TRINITY_DN383707_c5_g3	ADI18416	hypothetical_protein_[uncultured_delta_proteobacterium_HF4000_08N17]	0	81	5	0	27	199	44	0	93	0	361	370	416	34	0	0	0	0	66	56	76
TRINITY_DN387087_c7_g1	ADI18416	hypothetical_protein_[uncultured_delta_proteobacterium_HF4000_08N17]	15	358	21	17	372	385	288	0	349	19	590	670	623	375	11	0	7	23	214	1285	625
TRINITY_DN398475_c1_g1	ADI18416	hypothetical_protein_[uncultured_delta_proteobacterium_HF4000_08N17]	0	41	0	0	19	98	21	0	36	0	193	143	207	11	0	0	0	0	13	34	46
TRINITY_DN383030_c6_g1	ADI18615	hypothetical_protein_[uncultured_Rhodospirillales_bacterium_HF4000_24M03]	5	10	7	0	0	0	15	10	0	16	7	0	0	12	5	5	8	0	0	0	0
TRINITY_DN387232_c4_g5	ADI18616	hypothetical_protein_[uncultured_Rhodospirillales_bacterium_HF4000_24M03]	8	19	9	5	7	0	12	10	0	5	15	0	0	0	5	6	5	8	0	0	0
TRINITY_DN378365_c8_g3	ADI18651	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	7	0	0	5	360	0	0	0	0	66	106	421	0	0	5	0	0	0	0	0
TRINITY_DN394862_c4_g2	ADI18654	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	13	29	8	10	22	461	24	0	45	0	104	206	601	7	0	0	0	5	38	104	32
TRINITY_DN381490_c6_g1	ADI18655	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	18	0	0	28	47	14	0	21	0	69	27	63	6	0	0	0	0	18	49	135
TRINITY_DN390374_c2_g2	ADI18655	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	30	398	6	0	177	37	136	0	362	15	395	150	45	151	0	0	0	0	54	619	1101
TRINITY_DN392030_c1_g5	ADI18655	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	36	7	0	48	98	33	0	57	5	138	168	190	35	5	0	0	9	46	239	402
TRINITY_DN397583_c7_g3	ADI18655	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	78	0	0	148	128	90	0	77	0	167	122	293	102	0	6	0	0	48	290	371
TRINITY_DN382109_c7_g1	ADI18656	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	0	0	0	0	6	0	0	0	0	5	13	40	0	0	0	0	0	5	7	17
TRINITY_DN395091_c5_g10	ADI18656	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	33	0	0	24	0	16	0	34	0	46	21	12	19	0	0	0	0	8	93	175
TRINITY_DN380450_c8_g2	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	40	457	30	15	259	326	179	0	405	17	717	446	889	297	10	18	16	28	101	1720	862
TRINITY_DN381189_c4_g1	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	11	39	0	0	44	71	27	0	33	0	93	11	483	9	0	0	0	0	0	0	0
TRINITY_DN381997_c4_g5	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	60	1411	33	27	657	1573	869	0	1854	30	2139	1345	2147	994	27	26	45	35	216	2788	1469
TRINITY_DN381997_c4_g9	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	40	388	26	10	368	706	482	0	540	13	724	311	1505	438	10	24	18	17	134	1545	506
TRINITY_DN387089_c7_g3	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	0	0	0	5	7	0	0	5	0	7	0	10	0	0	0	0	0	0	17	6
TRINITY_DN387568_c7_g4	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	35	387	31	27	238	2114	281	0	483	27	2043	960	2879	448	28	26	30	25	411	1280	3601
TRINITY_DN389593_c5_g1	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	6	44	0	0	42	0	44	0	19	0	11	0	0	12	0	0	0	6	0	237	12
TRINITY_DN391697_c1_g4	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	74	86	158	42	365	265	343	39	79	121	68	73	285	469	65	37	70	12	41	1637	3868
TRINITY_DN395508_c7_g3	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	143	1391	121	91	1344	1886	1059	0	1300	101	1975	886	4064	1192	53	54	100	90	614	8682	3162
TRINITY_DN398475_c1_g6	ADI18657	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	101	691	64	35	413	473	420	0	607	65	1247	435	1719	493	13	34	48	49	209	4351	2190
TRINITY_DN373797_c0_g1	ADI18658	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	24	0	0	0	5	0	0	17	0	45	39	6	0	0	0	0	0	0	0	0
TRINITY_DN377701_c7_g11	ADI18658	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	0	0	0	0	47	0	0	0	0	27	15	72	0	0	0	0	0	8	0	0
TRINITY_DN377701_c7_g2	ADI18658	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	5	0	0	0	43	0	0	0	0	24	12	78	0	0	0	0	0	12	0	0
TRINITY_DN382507_c3_g2	ADI18658	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	132	0	0	0	0	0	0	167	0	17	12	22	0	0	0	0	0	0	0	0
TRINITY_DN391342_c13_g1	ADI18658	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF4000_26D02]	0	0	0	0	0	22	0	0	0	0	46	43	56	0	0	0	0	0	18	0	0
TRINITY_DN400644_c2_g2	ADI18690	putative_translation_initiation_inhibitor,_yjgf_family_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	6	408	12	0	14	0	92	116	753	5	0	0	0	0	18	88	28
TRINITY_DN391928_c8_g6	ADI18692	ferredoxin-thioredoxin_reductase,_catalytic_subunit_[uncultured_Chloroflexi_bacterium_HF4000_28F02]<>PCJ72578.1_ferredoxin:thioredoxin_reductase_[Dehalococcoidia_bacterium]	0	13	0	0	0	74	0	0	9	0	19	28	96	0	0	0	0	0	14	0	0
TRINITY_DN400842_c3_g5	ADI18692	ferredoxin-thioredoxin_reductase,_catalytic_subunit_[uncultured_Chloroflexi_bacterium_HF4000_28F02]<>PCJ72578.1_ferredoxin:thioredoxin_reductase_[Dehalococcoidia_bacterium]	0	19	0	0	0	102	0	0	9	0	24	57	193	0	0	0	0	0	9	0	0
TRINITY_DN390167_c0_g6	ADI18701	NADPH-dependent_glutamate_synthase_beta_chain_and_related_oxidoreductases_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	0	81	0	0	0	0	15	85	139	0	0	0	0	0	16	0	0
TRINITY_DN399310_c4_g2	ADI18701	NADPH-dependent_glutamate_synthase_beta_chain_and_related_oxidoreductases_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	0	139	0	0	0	0	13	69	268	0	0	0	0	0	5	0	0
TRINITY_DN401020_c7_g1	ADI18701	NADPH-dependent_glutamate_synthase_beta_chain_and_related_oxidoreductases_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	0	168	0	0	0	0	12	18	287	0	0	0	0	0	12	0	0
TRINITY_DN361324_c0_g1	ADI18702	glutamate_synthase_domain_2_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	0	42	0	0	0	0	19	35	32	0	0	0	0	0	24	0	0
TRINITY_DN390813_c9_g1	ADI18702	glutamate_synthase_domain_2_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	0	0	0	0	92	0	0	0	0	5	59	148	0	0	0	0	0	26	0	0
TRINITY_DN388375_c5_g1	ADI18709	thiamine_monophosphate_kinase_[uncultured_Chloroflexi_bacterium_HF4000_28F02]	0	5	0	0	0	46	0	0	0	0	17	54	45	7	0	0	0	0	0	16	0
TRINITY_DN385229_c4_g3	ADI18733	hypothetical_protein_[uncultured_Rhizobiales_bacterium_HF4000_32B18]	8	0	9	5	0	0	13	0	10	9	8	0	0	0	7	8	0	0	0	0	0
TRINITY_DN383303_c2_g1	ADI18892	hypothetical_protein_[uncultured_delta_proteobacterium_HF0010_08B07]	7	10	5	12	16	0	5	12	13	0	13	0	0	0	0	0	11	0	9	0	0
TRINITY_DN382013_c6_g1	ADI19064	hypothetical_protein_[uncultured_delta_proteobacterium_HF0070_15B21]<>ADI19188.1_hypothetical_protein_[uncultured_delta_proteobacterium_HF0130_05G09]	6	0	0	0	0	0	0	6	0	0	0	0	0	10	0	0	13	0	5	0	0
TRINITY_DN382013_c7_g6	ADI19064	hypothetical_protein_[uncultured_delta_proteobacterium_HF0070_15B21]<>ADI19188.1_hypothetical_protein_[uncultured_delta_proteobacterium_HF0130_05G09]	9	0	7	0	6	0	6	0	0	9	0	0	0	8	0	0	5	6	0	0	0
TRINITY_DN387273_c1_g2	ADI19064	hypothetical_protein_[uncultured_delta_proteobacterium_HF0070_15B21]<>ADI19188.1_hypothetical_protein_[uncultured_delta_proteobacterium_HF0130_05G09]	9	11	11	7	5	0	21	5	7	9	8	5	0	0	5	0	0	8	0	0	0
TRINITY_DN387954_c4_g2	ADI19064	hypothetical_protein_[uncultured_delta_proteobacterium_HF0070_15B21]<>ADI19188.1_hypothetical_protein_[uncultured_delta_proteobacterium_HF0130_05G09]	0	0	12	0	7	0	6	0	5	8	0	0	5	8	0	80	16	0	7	20	8
TRINITY_DN397639_c3_g2	ADI19064	hypothetical_protein_[uncultured_delta_proteobacterium_HF0070_15B21]<>ADI19188.1_hypothetical_protein_[uncultured_delta_proteobacterium_HF0130_05G09]	9	11	0	0	7	0	6	0	0	0	0	0	0	0	0	0	23	0	7	0	0
TRINITY_DN377215_c7_g2	ADI19336	hypothetical_protein_[uncultured_delta_proteobacterium_HF0500_03A04]	7	471	0	0	84	50	79	0	490	0	223	68	91	78	0	5	6	0	52	225	230
TRINITY_DN382274_c7_g1	ADI19347	pyridoxal_phosphate_biosynthesis_protein_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	0	0	0	0	309	0	0	0	0	79	222	506	0	0	0	0	0	50	0	0
TRINITY_DN382274_c7_g5	ADI19347	pyridoxal_phosphate_biosynthesis_protein_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	0	0	0	0	51	0	0	0	0	12	35	59	0	0	0	0	0	14	0	0
TRINITY_DN388323_c9_g3	ADI19357	glutamate_5-kinase_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	0	0	0	0	17	0	0	0	0	6	12	55	0	0	0	0	0	11	0	0
TRINITY_DN281992_c0_g1	ADI19365	predicted_hydrolase_(had_superfamily)_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	6	0	0	0	31	0	0	0	0	23	57	58	0	0	0	0	0	30	0	0
TRINITY_DN386446_c6_g1	ADI19365	predicted_hydrolase_(had_superfamily)_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	42	0	0	0	485	0	0	53	0	211	187	903	0	0	0	0	0	71	0	0
TRINITY_DN742087_c0_g1	ADI19368	l-alanine-dl-glutamate_epimerase_and_related_enzymes_of_enolase_superfamily_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	8	0	0	0	38	0	0	9	0	12	28	69	0	0	0	0	0	41	0	0
TRINITY_DN395792_c0_g2	ADI19369	ribosomal_protein_l25_(general_stress_protein_ctc)_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	0	0	0	0	11	0	0	0	0	14	19	20	0	0	0	0	0	14	0	0
TRINITY_DN395792_c0_g4	ADI19369	ribosomal_protein_l25_(general_stress_protein_ctc)_[uncultured_Chloroflexi_bacterium_HF0500_03M05]	0	0	0	0	0	106	0	0	0	0	14	98	152	0	0	0	0	0	26	0	0
TRINITY_DN387596_c2_g8	ADI19371	hypothetical_protein_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	0	0	0	0	0	0	0	10	0	11	5	10	0	0	0	0	0	0	8	6
TRINITY_DN401269_c44_g2	ADI19371	hypothetical_protein_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	167	0	0	49	263	34	0	163	5	205	294	359	52	0	0	0	0	111	269	164
TRINITY_DN400398_c3_g2	ADI19376	undecaprenyl_pyrophosphate_synthase_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	24	0	0	0	173	8	0	46	0	30	22	298	0	0	0	0	0	42	0	0
TRINITY_DN398721_c2_g1	ADI19381	ABC-type_transport_system_involved_in_cytochrome_c_biogenesis,_permease_component_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	33	0	0	0	34	0	0	30	0	18	12	82	0	0	0	0	0	0	0	0
TRINITY_DN401219_c2_g3	ADI19382	sec-independent_protein_secretion_pathway_component_tatc_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	11	0	0	0	18	0	0	35	0	44	5	54	0	0	0	0	0	5	14	30
TRINITY_DN395665_c6_g1	ADI19389	isopropylmalate/homocitrate/citramalate_synthases_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	23	0	0	0	20	0	0	30	0	12	53	52	0	0	0	0	0	0	0	0
TRINITY_DN399641_c2_g3	ADI19389	isopropylmalate/homocitrate/citramalate_synthases_[uncultured_Spirochaetales_bacterium_HF0500_06B09]	0	12	0	0	0	5	0	0	0	0	49	16	6	0	0	0	0	0	0	6	7
TRINITY_DN400052_c5_g5	ADI19441	hypothetical_protein_[uncultured_bacterium_HF0500_16O16]	0	0	0	0	0	43	0	0	0	0	36	57	81	0	0	0	0	0	5	0	0
TRINITY_DN378714_c8_g2	ADI19474	hypothetical_protein_[uncultured_Sphingomonadales_bacterium_HF0500_24B12]	242	111	95	33	97	48	88	103	81	84	46	65	40	35	115	93	53	151	70	0	0
TRINITY_DN386098_c6_g1	ADI19586	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF0770_27F21]	0	67	0	0	72	30	25	0	47	0	92	47	76	36	0	0	0	0	16	163	261
TRINITY_DN396570_c6_g7	ADI19586	hypothetical_protein_[uncultured_Acidobacteria_bacterium_HF0770_27F21]	18	24	8	0	60	378	48	0	39	8	155	205	727	54	0	11	5	0	75	167	96
TRINITY_DN378167_c0_g1	ADI19621	ABC-type_dipeptide/oligopeptide/nickel_transport_systems,_permease_components_[uncultured_delta_proteobacterium_HF0770_45N15]	0	0	0	0	0	0	0	0	20	0	32	7	13	0	0	0	0	0	0	36	5
TRINITY_DN392211_c3_g1	ADI19621	ABC-type_dipeptide/oligopeptide/nickel_transport_systems,_permease_components_[uncultured_delta_proteobacterium_HF0770_45N15]	53	177	48	67	121	138	107	98	128	77	103	89	75	177	46	61	91	42	84	658	285
TRINITY_DN388460_c1_g1	ADI19635	hypothetical_protein_[uncultured_delta_proteobacterium_HF0770_45N15]	6	18	0	0	14	19	0	6	20	7	12	29	55	8	7	5	0	0	5	21	21
TRINITY_DN383855_c2_g1	ADI22225	glucose/sorbosone_dehydrogenases_[uncultured_Gemmatimonadales_bacterium_HF0200_34B24]<>ADI22338.1_glucose/sorbosone_dehydrogenases_[uncultured_actinobacterium_HF0500_01C15]	0	9	0	0	5	257	0	0	22	0	85	102	280	0	0	18	0	0	49	0	0
TRINITY_DN396654_c4_g1	ADI22833	citrate_synthase_[uncultured_nuHF2_cluster_bacterium_HF0500_31B05]	0	0	0	0	0	12	0	0	5	0	10	17	8	0	0	0	0	0	0	0	0
TRINITY_DN380470_c3_g1	ADI22845	ABC-type_multidrug_transport_system,_ATPase_component_[uncultured_nuHF2_cluster_bacterium_HF0500_31B05]	0	0	0	0	0	6	0	0	5	0	9	5	7	0	0	0	0	0	0	0	0
TRINITY_DN376738_c9_g3	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	0	6	0	0	0	21	0	0	10	0	7	25	15	0	0	0	0	0	7	5	18
TRINITY_DN381433_c5_g2	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	69	50	48	41	34	85	42	47	55	46	39	45	114	36	139	136	43	77	39	55	112
TRINITY_DN384886_c3_g4	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	0	19	0	0	0	0	0	0	14	0	9	10	0	0	0	0	0	0	0	7	0
TRINITY_DN387536_c3_g4	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	9	10	6	8	7	7	5	10	13	11	8	0	16	6	8	8	0	6	5	0	0
TRINITY_DN388564_c5_g3	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	9	56	0	0	6	21	6	10	54	0	17	44	16	12	8	12	0	10	17	0	0
TRINITY_DN393179_c0_g1	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	6	95	7	0	47	45	31	6	121	0	82	65	95	55	0	5	0	0	30	172	59
TRINITY_DN401269_c43_g1	ADI22944	hypothetical_protein_[uncultured_actinobacterium_HF0500_35G12]	0	43	0	0	23	348	23	0	35	0	135	323	465	34	0	0	0	0	83	230	64
TRINITY_DN392043_c3_g4	ADI72904	hypothetical_protein,_partial_[Ophiocordyceps_unilateralis]	23	30	19	10	28	10	21	22	35	26	15	7	28	23	11	7	19	12	20	61	32
TRINITY_DN397527_c1_g2	ADK26686	kinesin_light_chain_4_[Zonotrichia_albicollis]	0	42	5	0	29	63	11	0	25	0	54	81	74	39	0	0	0	0	32	129	150
TRINITY_DN391932_c2_g1	ADK60808	hypothetical_protein,_partial_[Arachis_diogoi]	42	28	52	16	50	107	34	51	36	48	27	105	106	28	38	108	50	24	61	0	18
TRINITY_DN394685_c1_g2	ADM45855	TNF_receptor-associated_factor_6_b_[Cyprinus_carpio]	0	0	0	0	0	0	0	0	0	5	0	8	8	5	0	0	0	0	0	11	33
TRINITY_DN389593_c4_g1	ADM94927	hypothetical_protein_[uncultured_Candidatus_Atribacteria_bacterium]	0	6	9	5	11	0	13	0	8	15	0	0	0	0	0	0	10	6	0	0	0
TRINITY_DN389770_c3_g2	ADM94927	hypothetical_protein_[uncultured_Candidatus_Atribacteria_bacterium]	0	14	0	0	9	30	0	0	35	0	28	28	61	10	0	0	0	0	6	79	36
TRINITY_DN393230_c0_g3	ADM94927	hypothetical_protein_[uncultured_Candidatus_Atribacteria_bacterium]	24	27	18	11	130	110	135	12	80	33	21	233	162	105	134	770	30	0	111	520	157
TRINITY_DN401269_c49_g4	ADM94927	hypothetical_protein_[uncultured_Candidatus_Atribacteria_bacterium]	77	574	71	43	714	922	1092	7	868	66	1157	895	1041	1146	39	76	85	58	403	8347	1344
TRINITY_DN396914_c1_g2	ADV41655	elongation_factor_1_alpha,_partial_[Cinachyrella_alloclada]	0	6	0	9	6	17	0	0	0	0	13	14	7	12	0	0	0	0	15	13	79
TRINITY_DN396914_c1_g8	ADV41655	elongation_factor_1_alpha,_partial_[Cinachyrella_alloclada]	12	0	0	0	0	0	5	0	0	0	0	0	0	0	7	0	24	0	11	0	0
TRINITY_DN389378_c0_g1	ADV59547	catalase_[Paracyclopina_nana]<>AII16502.1_catalase,_partial_[Paracyclopina_nana]	5	0	5	10	6	0	6	8	6	0	0	0	0	0	0	38	6	98	7	0	0
TRINITY_DN376005_c3_g1	ADV91198	mitochondrial_ATP_synthase_F0_lipid_binding_subunit-like_protein_3_[Karlodinium_veneficum]	18	10	11	0	12	0	8	8	6	10	0	0	0	11	0	5	0	0	9	0	0
TRINITY_DN376005_c6_g5	ADV91198	mitochondrial_ATP_synthase_F0_lipid_binding_subunit-like_protein_3_[Karlodinium_veneficum]	9	0	23	0	15	9	0	9	0	16	7	6	0	0	0	0	7	0	5	0	0
TRINITY_DN317835_c0_g1	ADV91208	mitochondrial_2-oxoglutarate/malate_translocator_[Karlodinium_veneficum]	14	16	13	5	8	8	7	9	8	10	9	0	0	6	9	7	0	7	0	0	0
TRINITY_DN389314_c3_g2	ADZ04888	ferritin_[Hyriopsis_cumingii]<>AEK27024.1_ferritin_subunit_1_[Hyriopsis_schlegelii]	0	0	0	0	18	23	14	0	0	0	13	8	25	55	0	0	0	0	15	5	81
TRINITY_DN394500_c4_g1	ADZ04888	ferritin_[Hyriopsis_cumingii]<>AEK27024.1_ferritin_subunit_1_[Hyriopsis_schlegelii]	27	36	106	430	150	202	81	31	53	94	425	380	138	276	67	103	84	43	164	487	506
TRINITY_DN392598_c0_g2	AEA86515	spherulin_[Astrosclera_willeyana]	0	14	0	0	35	55	31	0	0	0	51	9	32	49	0	0	0	0	9	26	16
TRINITY_DN392598_c0_g3	AEA86515	spherulin_[Astrosclera_willeyana]	0	6	0	0	0	43	0	0	5	0	13	26	38	0	0	0	0	0	11	33	27
TRINITY_DN391724_c0_g1	AEE63196	unknown_[Dendroctonus_ponderosae]	0	34	19	6	164	349	147	0	48	6	138	360	412	398	0	0	0	0	77	931	415
TRINITY_DN383141_c0_g1	AEG14127	RmuC-domain_protein_[Desulfotomaculum_kuznetsovii_DSM_6115]	0	0	0	0	0	44	0	0	0	0	21	39	70	0	0	0	0	0	17	0	0
TRINITY_DN399494_c3_g1	AEG16694	hypothetical_protein_Desku_3204_[Desulfotomaculum_kuznetsovii_DSM_6115]	0	23	0	0	0	14	0	0	13	0	16	7	25	0	0	0	0	0	11	5	9
TRINITY_DN386750_c4_g4	AEH95314	putative_nucleoside_2-deoxyribosyltransferase_[Aplysina_aerophoba_bacterial_symbiont_clone_AANRPS]	0	10	0	0	0	5	0	0	11	0	7	0	5	0	0	0	0	0	5	0	0
TRINITY_DN381298_c5_g1	AEK49273	Hypothetical_protein_CpC231_1487a_[Corynebacterium_pseudotuberculosis_C231]<>AEK92819.1_Hypothetical_protein_CpPAT10_1487a_[Corynebacterium_pseudotuberculosis_PAT10]<>AER24514.1_Hypothetical_protein_CpI19_1494a_[Corynebacterium_pseudotuberculosis_I19]<>AFF22643.1_Hypothetical_protein_CpP54B96_1515_[Corynebacterium_pseudotuberculosis_P54B96]<>AFH52439.1_Hypothetical_protein_Cp267_1551_[Corynebacterium_pseudotuberculosis_267]<>APA73176.1_Hypothetical_protein_CpMEX29_1483_[Corynebacterium_pseudotuberculosis]<>ARS60652.1_Hypothetical_protein_CpATCC19410_1212_[Corynebacterium_pseudotuberculosis]	0	41	0	0	0	29	16	0	32	0	23	55	23	6	0	0	0	0	11	42	17
TRINITY_DN395426_c1_g1	AEM36070	senescence-associated_protein,_partial_[Mytilus_edulis]	71	112	65	76	79	36	143	150	137	109	43	15	0	72	37	122	103	283	73	10	0
TRINITY_DN394490_c7_g2	AEM45138	hypothetical_protein_[uncultured_organism]	0	5	0	0	0	21	0	0	0	0	17	14	34	0	0	0	0	0	0	0	0
TRINITY_DN375716_c5_g8	AEO41066	hypothetical_protein_XACM_0762_[Xanthomonas_axonopodis_pv._citrumelo_F1]	0	0	0	0	0	24	9	0	6	0	21	44	20	0	0	0	0	0	10	16	12
TRINITY_DN374726_c5_g2	AEQ20501	putative_cyclase_protein_[uncultured_bacterium_CSL144]	0	0	0	0	0	11	0	0	0	0	5	14	21	0	0	0	0	0	11	0	0
TRINITY_DN388466_c2_g1	AER40616	hypothetical_protein_MADAR_309_[Blattabacterium_sp._(Mastotermes_darwiniensis)_str._MADAR]	0	0	0	0	0	5	0	0	0	0	0	0	15	0	0	6	42	0	0	9	11
TRINITY_DN383464_c1_g8	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	15	20	12	8	7	6	24	20	10	13	6	22	0	0	7	163	16	18	26	48	49
TRINITY_DN385898_c2_g1	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	212	111	172	116	183	65	162	217	156	169	174	56	49	137	88	111	105	94	131	55	91
TRINITY_DN389327_c3_g8	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	17	22	6	6	25	5	22	15	22	6	9	0	0	6	14	24	0	16	28	120	41
TRINITY_DN389463_c1_g4	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	8	6	5	0	6	9	9	0	0	0	0	0	20	0	0	0	22	8	0	0	36
TRINITY_DN391370_c2_g5	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	40	15	26	20	18	13	40	32	18	28	9	8	5	25	10	18	52	6	33	0	0
TRINITY_DN393230_c0_g7	AEV17354	hypothetical_protein_GTCCBUS3UF5_250_[Geobacillus_thermoleovorans_CCB_US3_UF5]	0	0	14	0	0	0	0	0	16	0	208	18	11	6	8	34	0	0	0	55	37
TRINITY_DN391697_c1_g6	AEV17416	hypothetical_protein_GTCCBUS3UF5_870_[Geobacillus_thermoleovorans_CCB_US3_UF5]	705	858	675	349	777	247	897	722	942	753	526	168	81	685	1171	2791	587	599	948	4181	1835
TRINITY_DN387328_c3_g1	AEW28953	cell_wall-associated_hydrolase_[Photobacterium_damselae_subsp._piscicida]	95	97	94	74	86	66	83	127	115	138	69	36	48	111	88	96	141	62	104	22	62
TRINITY_DN386291_c0_g3	AFB76584	serine_protease,_partial_[Scrobicularia_plana]	18	53	18	76	10	9	17	73	30	71	15	9	0	43	21	106	44	150	32	0	0
TRINITY_DN369928_c12_g1	AFD03306	hypothetical_protein_[uncultured_archaeon_W4-93a]	0	84	0	0	18	0	38	0	73	0	54	0	0	40	0	0	0	0	0	0	0
TRINITY_DN380854_c7_g2	AFD34242	alpha-tubulin_[Prorocentrum_minimum]	19	42	49	105	7	5	24	42	49	93	22	26	0	39	30	582	31	857	31	7	0
TRINITY_DN392834_c6_g6	AFD34242	alpha-tubulin_[Prorocentrum_minimum]	0	0	8	10	13	0	0	0	0	0	0	0	0	0	14	21	0	0	0	0	0
TRINITY_DN397768_c3_g1	AFD34242	alpha-tubulin_[Prorocentrum_minimum]	0	0	18	11	11	0	0	0	0	21	0	0	0	0	32	7	16	0	0	0	0
TRINITY_DN393742_c7_g7	AFD34244	cyclophilin,_partial_[Prorocentrum_minimum]	0	0	0	11	6	0	0	0	0	0	0	0	0	0	9	8	9	9	0	0	0
TRINITY_DN396070_c0_g12	AFH00992	selenium-binding_protein,_partial_[Eutrema_halophilum]	0	0	0	0	16	17	5	0	0	0	54	129	50	41	0	0	0	0	18	72	15
TRINITY_DN400260_c2_g1	AFI64328	heat_shock_protein,_partial_[Haemaphysalis_longicornis]<>AFI64329.1_heat_shock_protein,_partial_[Haemaphysalis_longicornis]	19	7	15	24	22	8	13	16	20	8	7	0	0	11	0	31	0	42	7	0	0
